序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
1,天然气分为,气田，液化气，燃气管道，城市燃气,,,,,,,,,,ABCDEFGH,x57-天然气 
2,中国石油,气田,北京-东城,气田产能A股第1， 1195亿立方米,,,,,,,,ABCDEFGH,x57-天然气 
3,中国石化,气田,北京-朝阳,气田产能A股第2，,,,,,,,,ABCDEFGH,x57-天然气 
4,中国海油,气田,北京,气田产能A股第3，,,,,,,,,ABCDEFGH,x57-天然气 
5,新天然气,气田,新疆-乌鲁木齐,气田产能A股第4，,,,,,,,,ABCDEFGH,x57-天然气 
6,蓝焰控股,气田,山西-晋中,气田产能A股第5，,,,,,,,,ABCDEFGH,x57-天然气 
7,洲际油气,气田,海南-海口,哈萨克斯坦南部，发现的多个气田正在大规模开采,,,,,,,,ABCDEFGH,x57-天然气 
8,首华燃气-300,气田,上海,天然气地质储量1276亿立方米,,,,,,,,ABCDEFGH,x57-天然气 
9,中国海油,液化气,北京,LNG液化天然气接收站设计产能第1， ,液化天然气（Liquefied Natural Gas，简称LNG），是天然气的液化形式，主要成分是甲烷，,,,,,,,ABCDEFGH,x57-天然气 
10,中国石化,液化气,北京,LNG液化天然气接收站设计产能第2， ,,,,,,,,ABCDEFGH,x57-天然气 
11,中国石油,液化气,北京,LNG液化天然气接收站设计产能第3， ,,,,,,,,ABCDEFGH,x57-天然气 
12,广汇能源,液化气,新疆-乌鲁木齐,LNG液化天然气接收站设计产能第4， ,,,,,,,,ABCDEFGH,x57-天然气 
13,新奥股份,液化气,河北-石家庄,LNG液化天然气接收站设计产能第5， ,,,,,,,,ABCDEFGH,x57-天然气 
14,申能股份,液化气,上海,LNG液化天然气接收站设计产能第6， ,,,,,,,,ABCDEFGH,x57-天然气 
15,九丰能源,液化气,江西-赣州,LNG液化天然气接收站设计产能第7， ,,,,,,,,ABCDEFGH,x57-天然气 
16,深圳燃气,液化气,深圳,LNG液化天然气接收站设计产能第8， ,,,,,,,,ABCDEFGH,x57-天然气 
17,盛通能源,液化气,山东-烟台,LNG液化天然气接收站设计产能第9， ,,,,,,,,ABCDEFGH,x57-天然气 
18,水发燃气,液化气,山东-济南,LNG液化天然气接收站设计产能第10， ,,主营：燃气运营+ 燃气发电设备制造,山东省国资委旗下；主营业务为LNG业务、城镇燃气运营，以天然气发电为主的燃气设备制造以及分布式能源综合服务业务,：山东省济南市历城区经十东路33399号水发大厦10层,氦气 ：由全资子公司鄂尔多斯水发运营，通过回收LNG生产过程中的废气（BOG）提纯，产出纯度大于99.999%的高纯氦气，目前销售顺利。,,,ABCDEFGH,x57-天然气 
19,东华能源,液化气,江苏-苏州,LNG液化天然气接收站设计产能第11， ,,,,,,,,ABCDEFGH,x57-天然气 
20,恒通股份,液化气,山东-烟台,LNG液化天然气接收站设计产能第12， ,,,,,,,,ABCDEFGH,x57-天然气 
21,友发集团,燃气管道,天津,焊管,,,,,,,,ABCDEFGH,x57-天然气 
22,金洲管道,燃气管道,浙江湖州,焊管,,,,,,,,ABCDEFGH,x57-天然气 
23,久立特材,燃气管道,浙江湖州,油气管道,,,,,,,,ABCDEFGH,x57-天然气 
24,常宝股份,燃气管道,江苏-常州,油套管,石油套管是用于支撑油、气井井壁的钢管，以保证钻井过程进行和完井后整个油井的正常运行。每一口井根据不同的钻井深度和地质情况，要使用几层套管。套管下井后要采用水泥固井，它与油管、钻杆不同，不可以重复使用，属于一次性消耗材料。所以，套管的消耗量占全部油井管的70%以上。,套管是在钻井结束后，下入到井下的管子，套管与井壁用水泥封固,,,,,,ABCDEFGH,x57-天然气 
25,贵州燃气,燃气销售,贵州-贵阳,,,,,,,,,ABCDEFGH,x57-天然气 
26,深圳燃气,燃气销售,深圳,,,,,,,,,ABCDEFGH,x57-天然气 
27,国新能源,燃气销售,山西-太原,供气业务营收A股第三，- 150亿营收,"主营：天然气（绝对核心）、煤炭、石油等能源产品的销售与输送。
",核心资产：拥有覆盖山西省的天然气长输管网和城市配气网络。,,,,,,ABCDEFGH,x57-天然气 
28,洪通燃气,燃气销售,新疆-巴音郭勒,,,,,,,,,ABCDEFGH,x57-天然气 
29,新疆火炬,燃气销售,新疆-喀什,天然气,投资深圳恒科鑫 51%股权（专注中小型滚珠丝杠）,,,,,,,ABCDEFGH,x57-天然气 
30,东方环宇,燃气销售,新疆-昌吉,"主营业务：城市燃气供应（天然气）、供热业务（占营收近50%）、燃气工程安装。
",核心优势：在新疆昌吉州拥有特许经营权，具有区域垄断性,东方环宇与环宇城虽然名字里都有“环宇”，但它们是八竿子打不着的两个不同主体，分别属于能源和商业地产两个完全不同的赛道,,,,,,ABCDEFGH,x57-天然气 
31,万憬能源,燃气销售,新疆-阿克苏,主营：天然气输配与销售（营收占比85.61%），以及燃气入户安装业务,,,,,,,,ABCDEFGH,x57-天然气 
32,佛燃能源,燃气销售,广东-佛山,,,,,,,,,ABCDEFGH,x57-天然气 
33,新天绿能,燃气销售,河北-石家庄,,,,,,,,,ABCDEFGH,x57-天然气 
34,大众公用,燃气销售,上海,,,,,,,,,ABCDEFGH,x57-天然气 
35,蓝天燃气,燃气销售,河南-驻马店,,,,,,,,,ABCDEFGH,x57-天然气 
36,南京公用,燃气销售,江苏-南京,,,,,,,,,ABCDEFGH,x57-天然气 
37,洪城环境,燃气销售,江西-南昌,,,,,,,,,ABCDEFGH,x57-天然气 
38,成都燃气,燃气销售,四川-成都,,,,,,,,,ABCDEFGH,x57-天然气 
39,广安爱众,燃气销售,四川-广安,,,,,,,,,ABCDEFGH,x57-天然气 
40,长春燃气,燃气销售,吉林-长传,,,,,,,,,ABCDEFGH,x57-天然气 
41,重庆燃气,燃气销售,重庆,,,,,,,,,ABCDEFGH,x57-天然气 
42,美能能源,燃气销售,陕西-西安,主营： 天然气销售,城镇燃气的输配与运营,"美能能源的核心业务围绕城市燃气和清洁能源展开，主要包括：
城市燃气销售：在陕西省内拥有韩城市、神木市、宝鸡市凤翔区的管道燃气特许经营权。
加气站运营：投资、建设和运营CNG（压缩天然气）和LNG（液化天然气）加气站。
燃气设施服务：提供燃器具的销售、安装以及相关的设施安装服务。
天然气长输管道：参与天然气管道的建设与运营，例如与中石油合作建设了韩城至渭南的煤层气管输管道。",,,,,,ABCDEFGH,x57-天然气 
43,陕天然气,燃气销售,陕西-西安,,,,,,,,,ABCDEFGH,x57-天然气 
44,德龙汇能,燃气销售,四川-成都,主营：天然气销售,控制权变更落地：2026年2月25日，公司公告原控股股东“顶信瑞通”已将29.64%的股份转让给“诺信芯材”，过户完成。新实控人孙维佳正式入主。,,,,,,,ABCDEFGH,x57-天然气 
45,胜利股份,燃气销售,山东-济南,,,,,,,,,ABCDEFGH,x57-天然气 
46,百川能源,燃气销售,湖北-武汉,,,,,,,,,ABCDEFGH,x57-天然气 
47,天壕能源-300,燃气销售,北京-朝阳,,,,,,,,,ABCDEFGH,x57-天然气 
48,升达林业,燃气销售,,,,,,,,,,ABCDEFGH,x57-天然气 
